query_id,recall_at_3,recall_at_5,recall_at_10,mrr,ndcg_at_5,ndcg_at_10,map,latency_ms
314,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,7938.314099999843
324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7760.2904999948805
327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8050.266299993382
338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7737.64389999269
343,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876,0.8333333333333333,7704.2054000048665
350,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,7595.0847000058275
354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8699.04909998877
362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8672.935000009602
380,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8911.941200000001
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9125.883799992152
385,0.5,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546,0.7,8633.107799993013
386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8678.737800000818
388,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,8979.617100005271
399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9560.325400001602
410,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8845.277399988845
411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8547.704099997645
415,0.0,0.0,1.0,0.125,0.0,0.31546487678572877,0.125,8825.39060000272
421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9200.367700002971
431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8844.574300004751
436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9481.922400009353
437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8460.041699989233
439,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,8711.303000003682
440,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,8670.505499991123
443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8715.698899992276
452,0.0,0.5,0.5,0.25,0.2640681225725909,0.2640681225725909,0.125,8301.982300006784
475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8697.144899997511
478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8733.020900006522
491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9075.076899986016
501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8486.427299998468
502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8183.970500002033
507,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,8339.378400007263
508,0.0,0.0,1.0,0.1,0.0,0.2890648263178879,0.1,8876.724200003082
513,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,8502.53789999988
514,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,8913.384200001019
516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8595.895399994333
517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589.214099993114
521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8673.674400008167
525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9152.621200002613
